split_index,split_rank,cell_id,assignment
14,8786,b1c1,test
14,8786,b1c11,train
14,8786,b1c14,test
14,8786,b1c15,test
14,8786,b1c16,train
14,8786,b1c17,train
14,8786,b1c18,train
14,8786,b1c19,train
14,8786,b1c2,test
14,8786,b1c20,train
14,8786,b1c21,train
14,8786,b1c23,test
14,8786,b1c24,test
14,8786,b1c25,test
14,8786,b1c26,train
14,8786,b1c27,train
14,8786,b1c28,train
14,8786,b1c29,train
14,8786,b1c3,test
14,8786,b1c30,test
14,8786,b1c31,test
14,8786,b1c32,test
14,8786,b1c33,test
14,8786,b1c34,train
14,8786,b1c35,train
14,8786,b1c36,train
14,8786,b1c37,train
14,8786,b1c38,test
14,8786,b1c39,test
14,8786,b1c4,test
14,8786,b1c40,train
14,8786,b1c41,train
14,8786,b1c42,train
14,8786,b1c43,train
14,8786,b1c44,test
14,8786,b1c45,test
14,8786,b1c5,train
14,8786,b1c6,test
14,8786,b1c7,test
14,8786,b1c9,test
14,8786,b2c0,train
14,8786,b2c10,test
14,8786,b2c11,train
14,8786,b2c12,test
14,8786,b2c13,train
14,8786,b2c14,test
14,8786,b2c17,train
14,8786,b2c18,test
14,8786,b2c19,train
14,8786,b2c2,train
14,8786,b2c20,test
14,8786,b2c21,train
14,8786,b2c22,test
14,8786,b2c23,train
14,8786,b2c24,test
14,8786,b2c25,test
14,8786,b2c26,test
14,8786,b2c27,train
14,8786,b2c28,test
14,8786,b2c29,train
14,8786,b2c3,test
14,8786,b2c30,test
14,8786,b2c31,train
14,8786,b2c32,test
14,8786,b2c33,train
14,8786,b2c34,test
14,8786,b2c35,train
14,8786,b2c36,test
14,8786,b2c37,train
14,8786,b2c38,test
14,8786,b2c39,train
14,8786,b2c4,train
14,8786,b2c40,train
14,8786,b2c41,train
14,8786,b2c42,test
14,8786,b2c43,train
14,8786,b2c44,test
14,8786,b2c45,train
14,8786,b2c46,test
14,8786,b2c47,test
14,8786,b2c5,test
14,8786,b2c6,train
15,68448,b1c0,test
15,68448,b1c1,test
15,68448,b1c11,train
15,68448,b1c14,test
15,68448,b1c15,test
15,68448,b1c16,train
15,68448,b1c17,train
15,68448,b1c18,test
15,68448,b1c19,test
15,68448,b1c2,test
15,68448,b1c20,train
15,68448,b1c21,train
15,68448,b1c23,test
15,68448,b1c24,train
15,68448,b1c25,train
15,68448,b1c26,train
15,68448,b1c27,train
15,68448,b1c28,train
15,68448,b1c29,train
15,68448,b1c3,test
15,68448,b1c30,test
15,68448,b1c31,test
15,68448,b1c32,test
15,68448,b1c33,test
15,68448,b1c34,test
15,68448,b1c35,test
15,68448,b1c36,train
15,68448,b1c37,train
15,68448,b1c38,train
15,68448,b1c39,train
15,68448,b1c4,test
15,68448,b1c40,train
15,68448,b1c41,train
15,68448,b1c42,train
15,68448,b1c43,train
15,68448,b1c44,train
15,68448,b1c45,train
15,68448,b1c5,train
15,68448,b1c6,test
15,68448,b1c7,test
15,68448,b1c9,test
15,68448,b2c0,train
15,68448,b2c10,test
15,68448,b2c11,train
15,68448,b2c12,test
15,68448,b2c13,train
15,68448,b2c14,test
15,68448,b2c17,train
15,68448,b2c18,test
15,68448,b2c19,train
15,68448,b2c2,train
15,68448,b2c20,test
15,68448,b2c21,train
15,68448,b2c22,test
15,68448,b2c23,train
15,68448,b2c24,test
15,68448,b2c25,test
15,68448,b2c26,test
15,68448,b2c27,train
15,68448,b2c28,test
15,68448,b2c29,train
15,68448,b2c3,test
15,68448,b2c30,test
15,68448,b2c31,train
15,68448,b2c32,test
15,68448,b2c33,train
15,68448,b2c34,test
15,68448,b2c35,train
15,68448,b2c36,test
15,68448,b2c37,train
15,68448,b2c38,test
15,68448,b2c39,train
15,68448,b2c4,train
15,68448,b2c40,test
15,68448,b2c41,train
15,68448,b2c42,test
15,68448,b2c43,train
15,68448,b2c44,test
15,68448,b2c45,test
15,68448,b2c46,test
15,68448,b2c47,test
15,68448,b2c5,test
15,68448,b2c6,train
16,184309,b1c0,test
16,184309,b1c1,test
16,184309,b1c11,train
16,184309,b1c14,train
16,184309,b1c15,train
16,184309,b1c16,train
16,184309,b1c17,train
16,184309,b1c18,train
16,184309,b1c19,train
16,184309,b1c2,test
16,184309,b1c20,train
16,184309,b1c21,train
16,184309,b1c23,test
16,184309,b1c24,train
16,184309,b1c25,train
16,184309,b1c26,train
16,184309,b1c27,train
16,184309,b1c28,test
16,184309,b1c29,test
16,184309,b1c3,train
16,184309,b1c30,train
16,184309,b1c31,train
16,184309,b1c32,test
16,184309,b1c33,test
16,184309,b1c34,train
16,184309,b1c35,train
16,184309,b1c36,test
16,184309,b1c37,test
16,184309,b1c38,test
16,184309,b1c39,test
16,184309,b1c4,train
16,184309,b1c40,train
16,184309,b1c41,train
16,184309,b1c42,test
16,184309,b1c43,test
16,184309,b1c44,test
16,184309,b1c45,test
16,184309,b1c5,train
16,184309,b1c6,test
16,184309,b1c7,test
16,184309,b1c9,test
16,184309,b2c0,test
16,184309,b2c10,test
16,184309,b2c11,train
16,184309,b2c12,test
16,184309,b2c13,train
16,184309,b2c14,test
16,184309,b2c17,train
16,184309,b2c18,test
16,184309,b2c19,train
16,184309,b2c2,train
16,184309,b2c20,test
16,184309,b2c21,train
16,184309,b2c22,test
16,184309,b2c23,train
16,184309,b2c24,test
16,184309,b2c25,test
16,184309,b2c26,test
16,184309,b2c27,train
16,184309,b2c28,test
16,184309,b2c29,train
16,184309,b2c3,test
16,184309,b2c30,test
16,184309,b2c31,train
16,184309,b2c32,test
16,184309,b2c33,train
16,184309,b2c34,test
16,184309,b2c35,train
16,184309,b2c36,test
16,184309,b2c37,train
16,184309,b2c38,test
16,184309,b2c39,train
16,184309,b2c4,train
16,184309,b2c40,test
16,184309,b2c41,train
16,184309,b2c42,test
16,184309,b2c43,train
16,184309,b2c44,test
16,184309,b2c45,train
16,184309,b2c46,test
16,184309,b2c47,test
16,184309,b2c5,test
16,184309,b2c6,train
17,149665,b1c0,test
17,149665,b1c1,test
17,149665,b1c11,train
17,149665,b1c14,train
17,149665,b1c15,train
17,149665,b1c16,train
17,149665,b1c17,train
17,149665,b1c18,test
17,149665,b1c19,test
17,149665,b1c2,test
17,149665,b1c20,train
17,149665,b1c21,train
17,149665,b1c23,test
17,149665,b1c24,test
17,149665,b1c25,test
17,149665,b1c26,test
17,149665,b1c27,test
17,149665,b1c28,train
17,149665,b1c29,train
17,149665,b1c3,train
17,149665,b1c30,train
17,149665,b1c31,train
17,149665,b1c32,test
17,149665,b1c33,test
17,149665,b1c34,train
17,149665,b1c35,train
17,149665,b1c36,test
17,149665,b1c37,test
17,149665,b1c38,test
17,149665,b1c39,test
17,149665,b1c4,train
17,149665,b1c40,train
17,149665,b1c41,train
17,149665,b1c42,train
17,149665,b1c43,train
17,149665,b1c44,train
17,149665,b1c45,train
17,149665,b1c5,train
17,149665,b1c6,test
17,149665,b1c7,test
17,149665,b1c9,test
17,149665,b2c0,train
17,149665,b2c10,test
17,149665,b2c11,train
17,149665,b2c12,test
17,149665,b2c13,train
17,149665,b2c14,test
17,149665,b2c17,train
17,149665,b2c18,test
17,149665,b2c19,train
17,149665,b2c2,train
17,149665,b2c20,test
17,149665,b2c21,train
17,149665,b2c22,test
17,149665,b2c23,train
17,149665,b2c24,test
17,149665,b2c25,test
17,149665,b2c26,test
17,149665,b2c27,train
17,149665,b2c28,test
17,149665,b2c29,train
17,149665,b2c3,test
17,149665,b2c30,test
17,149665,b2c31,train
17,149665,b2c32,test
17,149665,b2c33,train
17,149665,b2c34,test
17,149665,b2c35,train
17,149665,b2c36,test
17,149665,b2c37,test
17,149665,b2c38,test
17,149665,b2c39,train
17,149665,b2c4,train
17,149665,b2c40,test
17,149665,b2c41,train
17,149665,b2c42,test
17,149665,b2c43,train
17,149665,b2c44,test
17,149665,b2c45,train
17,149665,b2c46,test
17,149665,b2c47,test
17,149665,b2c5,test
17,149665,b2c6,train
18,143361,b1c0,test
18,143361,b1c1,test
18,143361,b1c11,train
18,143361,b1c14,train
18,143361,b1c15,train
18,143361,b1c16,train
18,143361,b1c17,train
18,143361,b1c18,train
18,143361,b1c19,train
18,143361,b1c2,test
18,143361,b1c20,train
18,143361,b1c21,train
18,143361,b1c23,test
18,143361,b1c24,train
18,143361,b1c25,train
18,143361,b1c26,train
18,143361,b1c27,train
18,143361,b1c28,test
18,143361,b1c29,test
18,143361,b1c3,train
18,143361,b1c30,test
18,143361,b1c31,test
18,143361,b1c32,test
18,143361,b1c33,test
18,143361,b1c34,test
18,143361,b1c35,test
18,143361,b1c36,test
18,143361,b1c37,test
18,143361,b1c38,test
18,143361,b1c39,test
18,143361,b1c4,train
18,143361,b1c40,train
18,143361,b1c41,train
18,143361,b1c42,test
18,143361,b1c43,test
18,143361,b1c44,train
18,143361,b1c45,train
18,143361,b1c5,train
18,143361,b1c6,test
18,143361,b1c7,test
18,143361,b1c9,test
18,143361,b2c0,train
18,143361,b2c10,test
18,143361,b2c11,train
18,143361,b2c12,test
18,143361,b2c13,train
18,143361,b2c14,test
18,143361,b2c17,train
18,143361,b2c18,test
18,143361,b2c19,train
18,143361,b2c2,train
18,143361,b2c20,test
18,143361,b2c21,train
18,143361,b2c22,test
18,143361,b2c23,train
18,143361,b2c24,test
18,143361,b2c25,test
18,143361,b2c26,test
18,143361,b2c27,train
18,143361,b2c28,test
18,143361,b2c29,train
18,143361,b2c3,test
18,143361,b2c30,test
18,143361,b2c31,train
18,143361,b2c32,test
18,143361,b2c33,train
18,143361,b2c34,test
18,143361,b2c35,train
18,143361,b2c36,test
18,143361,b2c37,train
18,143361,b2c38,test
18,143361,b2c39,train
18,143361,b2c4,train
18,143361,b2c40,test
18,143361,b2c41,train
18,143361,b2c42,train
18,143361,b2c43,train
18,143361,b2c44,test
18,143361,b2c45,train
18,143361,b2c46,test
18,143361,b2c47,test
18,143361,b2c5,test
18,143361,b2c6,train
19,39078,b1c0,test
19,39078,b1c1,test
19,39078,b1c11,train
19,39078,b1c14,train
19,39078,b1c15,train
19,39078,b1c16,train
19,39078,b1c17,train
19,39078,b1c18,test
19,39078,b1c19,test
19,39078,b1c2,test
19,39078,b1c20,test
19,39078,b1c21,test
19,39078,b1c23,test
19,39078,b1c24,train
19,39078,b1c25,train
19,39078,b1c26,train
19,39078,b1c27,train
19,39078,b1c28,train
19,39078,b1c29,train
19,39078,b1c3,train
19,39078,b1c30,test
19,39078,b1c31,test
19,39078,b1c32,test
19,39078,b1c33,test
19,39078,b1c34,test
19,39078,b1c35,test
19,39078,b1c36,train
19,39078,b1c37,train
19,39078,b1c38,train
19,39078,b1c39,train
19,39078,b1c4,train
19,39078,b1c40,test
19,39078,b1c41,test
19,39078,b1c42,test
19,39078,b1c43,test
19,39078,b1c44,train
19,39078,b1c45,train
19,39078,b1c5,train
19,39078,b1c6,test
19,39078,b1c7,test
19,39078,b1c9,test
19,39078,b2c0,train
19,39078,b2c10,test
19,39078,b2c11,train
19,39078,b2c12,test
19,39078,b2c13,train
19,39078,b2c14,test
19,39078,b2c17,train
19,39078,b2c18,test
19,39078,b2c19,train
19,39078,b2c2,train
19,39078,b2c20,test
19,39078,b2c21,train
19,39078,b2c22,test
19,39078,b2c23,train
19,39078,b2c24,test
19,39078,b2c25,test
19,39078,b2c26,test
19,39078,b2c27,train
19,39078,b2c28,test
19,39078,b2c29,train
19,39078,b2c3,test
19,39078,b2c30,test
19,39078,b2c31,train
19,39078,b2c32,test
19,39078,b2c33,train
19,39078,b2c34,train
19,39078,b2c35,train
19,39078,b2c36,test
19,39078,b2c37,train
19,39078,b2c38,test
19,39078,b2c39,train
19,39078,b2c4,train
19,39078,b2c40,test
19,39078,b2c41,train
19,39078,b2c42,test
19,39078,b2c43,train
19,39078,b2c44,test
19,39078,b2c45,train
19,39078,b2c46,test
19,39078,b2c47,test
19,39078,b2c5,test
19,39078,b2c6,train
20,46704,b1c0,test
20,46704,b1c1,test
20,46704,b1c11,train
20,46704,b1c14,train
20,46704,b1c15,train
20,46704,b1c16,train
20,46704,b1c17,train
20,46704,b1c18,test
20,46704,b1c19,test
20,46704,b1c2,test
20,46704,b1c20,train
20,46704,b1c21,train
20,46704,b1c23,test
20,46704,b1c24,test
20,46704,b1c25,test
20,46704,b1c26,test
20,46704,b1c27,test
20,46704,b1c28,train
20,46704,b1c29,train
20,46704,b1c3,test
20,46704,b1c30,train
20,46704,b1c31,train
20,46704,b1c32,test
20,46704,b1c33,test
20,46704,b1c34,test
20,46704,b1c35,test
20,46704,b1c36,train
20,46704,b1c37,train
20,46704,b1c38,test
20,46704,b1c39,test
20,46704,b1c4,test
20,46704,b1c40,train
20,46704,b1c41,train
20,46704,b1c42,train
20,46704,b1c43,train
20,46704,b1c44,train
20,46704,b1c45,train
20,46704,b1c5,train
20,46704,b1c6,test
20,46704,b1c7,test
20,46704,b1c9,test
20,46704,b2c0,train
20,46704,b2c10,test
20,46704,b2c11,train
20,46704,b2c12,test
20,46704,b2c13,train
20,46704,b2c14,test
20,46704,b2c17,train
20,46704,b2c18,test
20,46704,b2c19,train
20,46704,b2c2,train
20,46704,b2c20,train
20,46704,b2c21,train
20,46704,b2c22,test
20,46704,b2c23,train
20,46704,b2c24,test
20,46704,b2c25,test
20,46704,b2c26,test
20,46704,b2c27,train
20,46704,b2c28,test
20,46704,b2c29,train
20,46704,b2c3,test
20,46704,b2c30,test
20,46704,b2c31,train
20,46704,b2c32,test
20,46704,b2c33,train
20,46704,b2c34,test
20,46704,b2c35,train
20,46704,b2c36,test
20,46704,b2c37,train
20,46704,b2c38,test
20,46704,b2c39,train
20,46704,b2c4,train
20,46704,b2c40,test
20,46704,b2c41,train
20,46704,b2c42,test
20,46704,b2c43,train
20,46704,b2c44,test
20,46704,b2c45,train
20,46704,b2c46,test
20,46704,b2c47,test
20,46704,b2c5,test
20,46704,b2c6,train
21,40151,b1c0,test
21,40151,b1c1,test
21,40151,b1c11,train
21,40151,b1c14,test
21,40151,b1c15,test
21,40151,b1c16,test
21,40151,b1c17,test
21,40151,b1c18,train
21,40151,b1c19,train
21,40151,b1c2,test
21,40151,b1c20,test
21,40151,b1c21,test
21,40151,b1c23,test
21,40151,b1c24,train
21,40151,b1c25,train
21,40151,b1c26,train
21,40151,b1c27,train
21,40151,b1c28,train
21,40151,b1c29,train
21,40151,b1c3,train
21,40151,b1c30,test
21,40151,b1c31,test
21,40151,b1c32,test
21,40151,b1c33,test
21,40151,b1c34,train
21,40151,b1c35,train
21,40151,b1c36,train
21,40151,b1c37,train
21,40151,b1c38,train
21,40151,b1c39,train
21,40151,b1c4,train
21,40151,b1c40,test
21,40151,b1c41,test
21,40151,b1c42,test
21,40151,b1c43,test
21,40151,b1c44,train
21,40151,b1c45,train
21,40151,b1c5,train
21,40151,b1c6,test
21,40151,b1c7,test
21,40151,b1c9,test
21,40151,b2c0,train
21,40151,b2c10,test
21,40151,b2c11,train
21,40151,b2c12,test
21,40151,b2c13,train
21,40151,b2c14,test
21,40151,b2c17,train
21,40151,b2c18,test
21,40151,b2c19,train
21,40151,b2c2,train
21,40151,b2c20,test
21,40151,b2c21,train
21,40151,b2c22,test
21,40151,b2c23,train
21,40151,b2c24,test
21,40151,b2c25,test
21,40151,b2c26,test
21,40151,b2c27,train
21,40151,b2c28,test
21,40151,b2c29,train
21,40151,b2c3,test
21,40151,b2c30,test
21,40151,b2c31,train
21,40151,b2c32,test
21,40151,b2c33,train
21,40151,b2c34,test
21,40151,b2c35,train
21,40151,b2c36,test
21,40151,b2c37,train
21,40151,b2c38,test
21,40151,b2c39,train
21,40151,b2c4,train
21,40151,b2c40,test
21,40151,b2c41,train
21,40151,b2c42,train
21,40151,b2c43,train
21,40151,b2c44,test
21,40151,b2c45,train
21,40151,b2c46,test
21,40151,b2c47,test
21,40151,b2c5,test
21,40151,b2c6,train
22,26136,b1c0,test
22,26136,b1c1,test
22,26136,b1c11,train
22,26136,b1c14,test
22,26136,b1c15,test
22,26136,b1c16,train
22,26136,b1c17,train
22,26136,b1c18,test
22,26136,b1c19,test
22,26136,b1c2,test
22,26136,b1c20,train
22,26136,b1c21,train
22,26136,b1c23,test
22,26136,b1c24,train
22,26136,b1c25,train
22,26136,b1c26,train
22,26136,b1c27,train
22,26136,b1c28,test
22,26136,b1c29,test
22,26136,b1c3,test
22,26136,b1c30,train
22,26136,b1c31,train
22,26136,b1c32,test
22,26136,b1c33,test
22,26136,b1c34,train
22,26136,b1c35,train
22,26136,b1c36,train
22,26136,b1c37,train
22,26136,b1c38,test
22,26136,b1c39,test
22,26136,b1c4,test
22,26136,b1c40,train
22,26136,b1c41,train
22,26136,b1c42,test
22,26136,b1c43,test
22,26136,b1c44,train
22,26136,b1c45,train
22,26136,b1c5,train
22,26136,b1c6,test
22,26136,b1c7,test
22,26136,b1c9,train
22,26136,b2c0,train
22,26136,b2c10,test
22,26136,b2c11,train
22,26136,b2c12,test
22,26136,b2c13,train
22,26136,b2c14,test
22,26136,b2c17,train
22,26136,b2c18,test
22,26136,b2c19,train
22,26136,b2c2,train
22,26136,b2c20,test
22,26136,b2c21,train
22,26136,b2c22,test
22,26136,b2c23,train
22,26136,b2c24,test
22,26136,b2c25,test
22,26136,b2c26,test
22,26136,b2c27,train
22,26136,b2c28,test
22,26136,b2c29,train
22,26136,b2c3,test
22,26136,b2c30,test
22,26136,b2c31,train
22,26136,b2c32,test
22,26136,b2c33,train
22,26136,b2c34,test
22,26136,b2c35,train
22,26136,b2c36,test
22,26136,b2c37,train
22,26136,b2c38,test
22,26136,b2c39,train
22,26136,b2c4,train
22,26136,b2c40,test
22,26136,b2c41,train
22,26136,b2c42,test
22,26136,b2c43,train
22,26136,b2c44,test
22,26136,b2c45,train
22,26136,b2c46,test
22,26136,b2c47,test
22,26136,b2c5,test
22,26136,b2c6,train
23,172872,b1c0,test
23,172872,b1c1,test
23,172872,b1c11,train
23,172872,b1c14,train
23,172872,b1c15,train
23,172872,b1c16,test
23,172872,b1c17,test
23,172872,b1c18,train
23,172872,b1c19,train
23,172872,b1c2,test
23,172872,b1c20,train
23,172872,b1c21,train
23,172872,b1c23,test
23,172872,b1c24,train
23,172872,b1c25,train
23,172872,b1c26,train
23,172872,b1c27,train
23,172872,b1c28,test
23,172872,b1c29,test
23,172872,b1c3,train
23,172872,b1c30,test
23,172872,b1c31,test
23,172872,b1c32,test
23,172872,b1c33,test
23,172872,b1c34,train
23,172872,b1c35,train
23,172872,b1c36,test
23,172872,b1c37,test
23,172872,b1c38,train
23,172872,b1c39,train
23,172872,b1c4,train
23,172872,b1c40,train
23,172872,b1c41,train
23,172872,b1c42,train
23,172872,b1c43,train
23,172872,b1c44,test
23,172872,b1c45,test
23,172872,b1c5,train
23,172872,b1c6,test
23,172872,b1c7,test
23,172872,b1c9,test
23,172872,b2c0,train
23,172872,b2c10,test
23,172872,b2c11,train
23,172872,b2c12,test
23,172872,b2c13,train
23,172872,b2c14,test
23,172872,b2c17,train
23,172872,b2c18,test
23,172872,b2c19,train
23,172872,b2c2,train
23,172872,b2c20,test
23,172872,b2c21,train
23,172872,b2c22,test
23,172872,b2c23,train
23,172872,b2c24,test
23,172872,b2c25,test
23,172872,b2c26,test
23,172872,b2c27,test
23,172872,b2c28,test
23,172872,b2c29,train
23,172872,b2c3,test
23,172872,b2c30,test
23,172872,b2c31,train
23,172872,b2c32,test
23,172872,b2c33,train
23,172872,b2c34,test
23,172872,b2c35,train
23,172872,b2c36,test
23,172872,b2c37,train
23,172872,b2c38,test
23,172872,b2c39,train
23,172872,b2c4,train
23,172872,b2c40,test
23,172872,b2c41,train
23,172872,b2c42,test
23,172872,b2c43,train
23,172872,b2c44,test
23,172872,b2c45,train
23,172872,b2c46,test
23,172872,b2c47,test
23,172872,b2c5,test
23,172872,b2c6,train
24,70127,b1c0,test
24,70127,b1c1,test
24,70127,b1c11,train
24,70127,b1c14,train
24,70127,b1c15,train
24,70127,b1c16,train
24,70127,b1c17,train
24,70127,b1c18,train
24,70127,b1c19,train
24,70127,b1c2,test
24,70127,b1c20,test
24,70127,b1c21,test
24,70127,b1c23,test
24,70127,b1c24,test
24,70127,b1c25,test
24,70127,b1c26,train
24,70127,b1c27,train
24,70127,b1c28,test
24,70127,b1c29,test
24,70127,b1c3,train
24,70127,b1c30,train
24,70127,b1c31,train
24,70127,b1c32,test
24,70127,b1c33,test
24,70127,b1c34,test
24,70127,b1c35,test
24,70127,b1c36,train
24,70127,b1c37,train
24,70127,b1c38,test
24,70127,b1c39,test
24,70127,b1c4,train
24,70127,b1c40,train
24,70127,b1c41,train
24,70127,b1c42,train
24,70127,b1c43,train
24,70127,b1c44,test
24,70127,b1c45,test
24,70127,b1c5,train
24,70127,b1c6,test
24,70127,b1c7,test
24,70127,b1c9,test
24,70127,b2c0,train
24,70127,b2c10,test
24,70127,b2c11,train
24,70127,b2c12,test
24,70127,b2c13,train
24,70127,b2c14,test
24,70127,b2c17,train
24,70127,b2c18,test
24,70127,b2c19,train
24,70127,b2c2,train
24,70127,b2c20,test
24,70127,b2c21,train
24,70127,b2c22,test
24,70127,b2c23,train
24,70127,b2c24,test
24,70127,b2c25,test
24,70127,b2c26,test
24,70127,b2c27,train
24,70127,b2c28,test
24,70127,b2c29,train
24,70127,b2c3,test
24,70127,b2c30,train
24,70127,b2c31,train
24,70127,b2c32,test
24,70127,b2c33,train
24,70127,b2c34,test
24,70127,b2c35,train
24,70127,b2c36,test
24,70127,b2c37,train
24,70127,b2c38,test
24,70127,b2c39,train
24,70127,b2c4,train
24,70127,b2c40,test
24,70127,b2c41,train
24,70127,b2c42,test
24,70127,b2c43,train
24,70127,b2c44,test
24,70127,b2c45,train
24,70127,b2c46,test
24,70127,b2c47,test
24,70127,b2c5,test
24,70127,b2c6,train
25,9863,b1c0,test
25,9863,b1c1,test
25,9863,b1c11,train
25,9863,b1c14,test
25,9863,b1c15,test
25,9863,b1c16,train
25,9863,b1c17,train
25,9863,b1c18,test
25,9863,b1c19,test
25,9863,b1c2,test
25,9863,b1c20,train
25,9863,b1c21,train
25,9863,b1c23,test
25,9863,b1c24,test
25,9863,b1c25,test
25,9863,b1c26,train
25,9863,b1c27,train
25,9863,b1c28,test
25,9863,b1c29,test
25,9863,b1c3,train
25,9863,b1c30,train
25,9863,b1c31,train
25,9863,b1c32,test
25,9863,b1c33,test
25,9863,b1c34,train
25,9863,b1c35,train
25,9863,b1c36,train
25,9863,b1c37,train
25,9863,b1c38,train
25,9863,b1c39,train
25,9863,b1c4,train
25,9863,b1c40,test
25,9863,b1c41,test
25,9863,b1c42,test
25,9863,b1c43,test
25,9863,b1c44,train
25,9863,b1c45,train
25,9863,b1c5,train
25,9863,b1c6,test
25,9863,b1c7,test
25,9863,b1c9,test
25,9863,b2c0,train
25,9863,b2c10,test
25,9863,b2c11,train
25,9863,b2c12,test
25,9863,b2c13,train
25,9863,b2c14,test
25,9863,b2c17,train
25,9863,b2c18,test
25,9863,b2c19,train
25,9863,b2c2,train
25,9863,b2c20,test
25,9863,b2c21,train
25,9863,b2c22,test
25,9863,b2c23,train
25,9863,b2c24,test
25,9863,b2c25,test
25,9863,b2c26,test
25,9863,b2c27,train
25,9863,b2c28,train
25,9863,b2c29,train
25,9863,b2c3,test
25,9863,b2c30,test
25,9863,b2c31,train
25,9863,b2c32,test
25,9863,b2c33,train
25,9863,b2c34,test
25,9863,b2c35,train
25,9863,b2c36,test
25,9863,b2c37,train
25,9863,b2c38,test
25,9863,b2c39,train
25,9863,b2c4,train
25,9863,b2c40,test
25,9863,b2c41,train
25,9863,b2c42,test
25,9863,b2c43,train
25,9863,b2c44,test
25,9863,b2c45,train
25,9863,b2c46,test
25,9863,b2c47,test
25,9863,b2c5,test
25,9863,b2c6,train
26,75068,b1c0,test
26,75068,b1c1,test
26,75068,b1c11,train
26,75068,b1c14,test
26,75068,b1c15,test
26,75068,b1c16,train
26,75068,b1c17,train
26,75068,b1c18,train
26,75068,b1c19,train
26,75068,b1c2,test
26,75068,b1c20,train
26,75068,b1c21,train
26,75068,b1c23,test
26,75068,b1c24,test
26,75068,b1c25,test
26,75068,b1c26,train
26,75068,b1c27,train
26,75068,b1c28,train
26,75068,b1c29,train
26,75068,b1c3,test
26,75068,b1c30,train
26,75068,b1c31,train
26,75068,b1c32,test
26,75068,b1c33,test
26,75068,b1c34,test
26,75068,b1c35,test
26,75068,b1c36,train
26,75068,b1c37,train
26,75068,b1c38,test
26,75068,b1c39,test
26,75068,b1c4,test
26,75068,b1c40,train
26,75068,b1c41,train
26,75068,b1c42,train
26,75068,b1c43,train
26,75068,b1c44,test
26,75068,b1c45,test
26,75068,b1c5,train
26,75068,b1c6,test
26,75068,b1c7,test
26,75068,b1c9,test
26,75068,b2c0,train
26,75068,b2c10,test
26,75068,b2c11,train
26,75068,b2c12,test
26,75068,b2c13,train
26,75068,b2c14,test
26,75068,b2c17,train
26,75068,b2c18,test
26,75068,b2c19,train
26,75068,b2c2,train
26,75068,b2c20,test
26,75068,b2c21,train
26,75068,b2c22,test
26,75068,b2c23,train
26,75068,b2c24,test
26,75068,b2c25,test
26,75068,b2c26,test
26,75068,b2c27,train
26,75068,b2c28,test
26,75068,b2c29,train
26,75068,b2c3,train
26,75068,b2c30,test
26,75068,b2c31,train
26,75068,b2c32,test
26,75068,b2c33,train
26,75068,b2c34,test
26,75068,b2c35,train
26,75068,b2c36,test
26,75068,b2c37,train
26,75068,b2c38,test
26,75068,b2c39,train
26,75068,b2c4,train
26,75068,b2c40,test
26,75068,b2c41,train
26,75068,b2c42,test
26,75068,b2c43,train
26,75068,b2c44,test
26,75068,b2c45,train
26,75068,b2c46,test
26,75068,b2c47,test
26,75068,b2c5,test
26,75068,b2c6,train
27,1666,b1c0,train
27,1666,b1c1,train
27,1666,b1c11,train
27,1666,b1c14,test
27,1666,b1c15,test
27,1666,b1c16,train
27,1666,b1c17,train
27,1666,b1c18,train
27,1666,b1c19,train
27,1666,b1c2,train
27,1666,b1c20,test
27,1666,b1c21,test
27,1666,b1c23,test
27,1666,b1c24,test
27,1666,b1c25,test
27,1666,b1c26,test
27,1666,b1c27,test
27,1666,b1c28,train
27,1666,b1c29,train
27,1666,b1c3,train
27,1666,b1c30,test
27,1666,b1c31,test
27,1666,b1c32,test
27,1666,b1c33,test
27,1666,b1c34,train
27,1666,b1c35,train
27,1666,b1c36,train
27,1666,b1c37,train
27,1666,b1c38,train
27,1666,b1c39,train
27,1666,b1c4,train
27,1666,b1c40,test
27,1666,b1c41,test
27,1666,b1c42,test
27,1666,b1c43,test
27,1666,b1c44,train
27,1666,b1c45,train
27,1666,b1c5,train
27,1666,b1c6,test
27,1666,b1c7,test
27,1666,b1c9,test
27,1666,b2c0,train
27,1666,b2c10,test
27,1666,b2c11,train
27,1666,b2c12,test
27,1666,b2c13,train
27,1666,b2c14,test
27,1666,b2c17,train
27,1666,b2c18,test
27,1666,b2c19,train
27,1666,b2c2,train
27,1666,b2c20,test
27,1666,b2c21,train
27,1666,b2c22,test
27,1666,b2c23,train
27,1666,b2c24,test
27,1666,b2c25,test
27,1666,b2c26,test
27,1666,b2c27,train
27,1666,b2c28,test
27,1666,b2c29,train
27,1666,b2c3,test
27,1666,b2c30,test
27,1666,b2c31,train
27,1666,b2c32,test
27,1666,b2c33,train
27,1666,b2c34,test
27,1666,b2c35,train
27,1666,b2c36,test
27,1666,b2c37,train
27,1666,b2c38,test
27,1666,b2c39,train
27,1666,b2c4,train
27,1666,b2c40,test
27,1666,b2c41,train
27,1666,b2c42,test
27,1666,b2c43,train
27,1666,b2c44,test
27,1666,b2c45,train
27,1666,b2c46,test
27,1666,b2c47,test
27,1666,b2c5,test
27,1666,b2c6,train
28,126162,b1c0,test
28,126162,b1c1,test
28,126162,b1c11,train
28,126162,b1c14,train
